video_name,start_frame,end_frame,x1,y1,x2,y2,angle,waggle,origin_x,origin_y,direction_x,direction_y,waggle_run_id,waggle_start,waggle_end,waggle_start_in_window,waggle_end_in_window
001_2304_1760.mp4,855,871,751.008,1223.460741,322.71,382.31,0.500441,1,312.92,375.38,0.877371,0.479812,10,857,860,857,860
001_2304_1760.mp4,859,875,766.672,1238.518519,322.71,382.31,0.500441,1,312.92,375.38,0.877371,0.479812,10,857,860,859,860
001_2304_1760.mp4,924,940,802.512,1208.924444,341.88,373.38,-0.0543,1,334.38,370.92,0.998526,-0.05427,11,930,933,930,933
001_2304_1760.mp4,928,944,802.512,1208.924444,341.88,373.38,-0.0543,1,334.38,370.92,0.998526,-0.05427,11,930,933,930,933
001_2304_1760.mp4,932,948,814.512,1214.26963,341.88,373.38,-0.0543,1,334.38,370.92,0.998526,-0.05427,11,930,933,932,933
001_1152_880.mp4,318,334,306.0,603.9733333,264.58,371.08,-0.16309,1,255.0,370.62,0.986729,-0.16237,1,323,328,323,328
001_1152_880.mp4,320,336,306.0,603.9733333,264.58,371.08,-0.16309,1,255.0,370.62,0.986729,-0.16237,1,323,328,323,328
001_1152_880.mp4,326,342,312.8976,604.4231111,264.58,371.08,-0.16309,1,255.0,370.62,0.986729,-0.16237,1,323,328,326,328
001_1152_880.mp4,535,551,329.256,601.202963,283.12,372.62,0.616297,1,274.38,368.92,0.816024,0.578017,2,541,545,541,545
001_1152_880.mp4,539,555,329.256,601.202963,283.12,372.62,0.616297,1,274.38,368.92,0.816024,0.578017,2,541,545,541,545
001_1152_880.mp4,543,559,334.5,604.2177778,283.12,372.62,0.616297,1,274.38,368.92,0.816024,0.578017,2,541,545,543,545
001_1152_880.mp4,559,575,317.004,608.7318519,274.38,381.85,1.264312,1,264.17,373.54,0.301709,0.9534,3,563,570,563,570
001_1152_880.mp4,567,583,324.0051429,616.4702646,274.38,381.85,1.264312,1,264.17,373.54,0.301709,0.9534,3,563,570,567,570
001_1152_880.mp4,584,600,326.748,617.0103704,286.25,378.46,0.316825,1,272.29,378.62,0.95023,0.311551,4,590,594,590,594
001_1152_880.mp4,588,604,326.748,617.0103704,286.25,378.46,0.316825,1,272.29,378.62,0.95023,0.311551,4,590,594,590,594
001_1152_880.mp4,592,608,335.124,616.88,286.25,378.46,0.316825,1,272.29,378.62,0.95023,0.311551,4,590,594,592,594
001_1152_880.mp4,610,626,325.248,621.0192593,272.92,386.46,1.055247,1,271.04,381.08,0.493013,0.870022,5,616,619,616,619
001_1152_880.mp4,614,630,325.248,621.0192593,272.92,386.46,1.055247,1,271.04,381.08,0.493013,0.870022,5,616,619,616,619
001_1152_880.mp4,618,634,326.752,626.8641975,272.92,386.46,1.055247,1,271.04,381.08,0.493013,0.870022,5,616,619,618,619
001_1152_880.mp4,633,649,327.252,613.7511111,280.0,376.77,0.321751,1,272.71,376.62,0.948683,0.316228,6,639,642,639,642
001_1152_880.mp4,637,653,327.252,613.7511111,280.0,376.77,0.321751,1,272.71,376.62,0.948683,0.316228,6,639,642,639,642
001_1152_880.mp4,641,657,333.084,613.9140741,280.0,376.77,0.321751,1,272.71,376.62,0.948683,0.316228,6,639,642,641,642
001_1152_880.mp4,665,681,338.256,620.5140741,288.33,378.77,-0.51915,1,281.88,380.77,0.868243,-0.49614,7,672,674,672,674
001_1152_880.mp4,671,687,338.256,620.5140741,288.33,378.77,-0.51915,1,281.88,380.77,0.868243,-0.49614,7,672,674,672,674
001_1152_880.mp4,673,689,342.126,618.8844444,288.33,378.77,-0.51915,1,281.88,380.77,0.868243,-0.49614,7,672,674,673,674
001_1152_880.mp4,723,739,349.248,617.0103704,293.75,384.31,0.62166,1,291.04,378.62,0.812913,0.582385,8,729,732,729,732
001_1152_880.mp4,727,743,349.248,617.0103704,293.75,384.31,0.62166,1,291.04,378.62,0.812913,0.582385,8,729,732,729,732
001_1152_880.mp4,731,747,351.416,623.1920988,293.75,384.31,0.62166,1,291.04,378.62,0.812913,0.582385,8,729,732,731,732
001_1152_880.mp4,774,790,368.748,611.9911111,310.21,378.46,0.021975,1,307.29,375.54,0.999759,0.021973,9,781,782,781,782
001_1152_880.mp4,780,796,368.748,611.9911111,310.21,378.46,0.021975,1,307.29,375.54,0.999759,0.021973,9,781,782,781,782
001_1152_880.mp4,851,867,375.504,611.7303704,322.71,382.31,0.500441,1,312.92,375.38,0.877371,0.479812,10,857,860,857,860
001_1152_880.mp4,855,871,375.504,611.7303704,322.71,382.31,0.500441,1,312.92,375.38,0.877371,0.479812,10,857,860,857,860
001_1152_880.mp4,859,875,383.336,619.2592593,322.71,382.31,0.500441,1,312.92,375.38,0.877371,0.479812,10,857,860,859,860
001_1152_880.mp4,924,940,401.256,604.4622222,341.88,373.38,-0.0543,1,334.38,370.92,0.998526,-0.05427,11,930,933,930,933
001_1152_880.mp4,928,944,401.256,604.4622222,341.88,373.38,-0.0543,1,334.38,370.92,0.998526,-0.05427,11,930,933,930,933
001_1152_880.mp4,932,948,407.256,607.1348148,341.88,373.38,-0.0543,1,334.38,370.92,0.998526,-0.05427,11,930,933,932,933
001_576_440.mp4,318,334,153.0,301.9866667,264.58,371.08,-0.16309,1,255.0,370.62,0.986729,-0.16237,1,323,328,323,328
001_576_440.mp4,320,336,153.0,301.9866667,264.58,371.08,-0.16309,1,255.0,370.62,0.986729,-0.16237,1,323,328,323,328
001_576_440.mp4,326,342,156.4488,302.2115556,264.58,371.08,-0.16309,1,255.0,370.62,0.986729,-0.16237,1,323,328,326,328
001_576_440.mp4,535,551,164.628,300.6014815,283.12,372.62,0.616297,1,274.38,368.92,0.816024,0.578017,2,541,545,541,545
001_576_440.mp4,539,555,164.628,300.6014815,283.12,372.62,0.616297,1,274.38,368.92,0.816024,0.578017,2,541,545,541,545
001_576_440.mp4,543,559,167.25,302.1088889,283.12,372.62,0.616297,1,274.38,368.92,0.816024,0.578017,2,541,545,543,545
001_576_440.mp4,559,575,158.502,304.3659259,274.38,381.85,1.264312,1,264.17,373.54,0.301709,0.9534,3,563,570,563,570
001_576_440.mp4,567,583,162.0025714,308.2351323,274.38,381.85,1.264312,1,264.17,373.54,0.301709,0.9534,3,563,570,567,570
001_576_440.mp4,584,600,163.374,308.5051852,286.25,378.46,0.316825,1,272.29,378.62,0.95023,0.311551,4,590,594,590,594
001_576_440.mp4,588,604,163.374,308.5051852,286.25,378.46,0.316825,1,272.29,378.62,0.95023,0.311551,4,590,594,590,594
001_576_440.mp4,592,608,167.562,308.44,286.25,378.46,0.316825,1,272.29,378.62,0.95023,0.311551,4,590,594,592,594
001_576_440.mp4,610,626,162.624,310.5096296,272.92,386.46,1.055247,1,271.04,381.08,0.493013,0.870022,5,616,619,616,619
001_576_440.mp4,614,630,162.624,310.5096296,272.92,386.46,1.055247,1,271.04,381.08,0.493013,0.870022,5,616,619,616,619
001_576_440.mp4,618,634,163.376,313.4320988,272.92,386.46,1.055247,1,271.04,381.08,0.493013,0.870022,5,616,619,618,619
001_576_440.mp4,633,649,163.626,306.8755556,280.0,376.77,0.321751,1,272.71,376.62,0.948683,0.316228,6,639,642,639,642
001_576_440.mp4,637,653,163.626,306.8755556,280.0,376.77,0.321751,1,272.71,376.62,0.948683,0.316228,6,639,642,639,642
001_576_440.mp4,641,657,166.542,306.957037,280.0,376.77,0.321751,1,272.71,376.62,0.948683,0.316228,6,639,642,641,642
001_576_440.mp4,665,681,169.128,310.257037,288.33,378.77,-0.51915,1,281.88,380.77,0.868243,-0.49614,7,672,674,672,674
001_576_440.mp4,671,687,169.128,310.257037,288.33,378.77,-0.51915,1,281.88,380.77,0.868243,-0.49614,7,672,674,672,674
001_576_440.mp4,673,689,171.063,309.4422222,288.33,378.77,-0.51915,1,281.88,380.77,0.868243,-0.49614,7,672,674,673,674
001_576_440.mp4,723,739,174.624,308.5051852,293.75,384.31,0.62166,1,291.04,378.62,0.812913,0.582385,8,729,732,729,732
001_576_440.mp4,727,743,174.624,308.5051852,293.75,384.31,0.62166,1,291.04,378.62,0.812913,0.582385,8,729,732,729,732
001_576_440.mp4,731,747,175.708,311.5960494,293.75,384.31,0.62166,1,291.04,378.62,0.812913,0.582385,8,729,732,731,732
001_576_440.mp4,774,790,184.374,305.9955556,310.21,378.46,0.021975,1,307.29,375.54,0.999759,0.021973,9,781,782,781,782
001_576_440.mp4,780,796,184.374,305.9955556,310.21,378.46,0.021975,1,307.29,375.54,0.999759,0.021973,9,781,782,781,782
001_576_440.mp4,851,867,187.752,305.8651852,322.71,382.31,0.500441,1,312.92,375.38,0.877371,0.479812,10,857,860,857,860
001_576_440.mp4,855,871,187.752,305.8651852,322.71,382.31,0.500441,1,312.92,375.38,0.877371,0.479812,10,857,860,857,860
001_576_440.mp4,859,875,191.668,309.6296296,322.71,382.31,0.500441,1,312.92,375.38,0.877371,0.479812,10,857,860,859,860
001_576_440.mp4,924,940,200.628,302.2311111,341.88,373.38,-0.0543,1,334.38,370.92,0.998526,-0.05427,11,930,933,930,933
001_576_440.mp4,928,944,200.628,302.2311111,341.88,373.38,-0.0543,1,334.38,370.92,0.998526,-0.05427,11,930,933,930,933
001_576_440.mp4,932,948,203.628,303.5674074,341.88,373.38,-0.0543,1,334.38,370.92,0.998526,-0.05427,11,930,933,932,933
002_2304_1760.mp4,218,234,757.008,1178.841481,319.17,348.31,-0.58337,1,315.42,361.69,0.834609,-0.55084,1,224,227,224,227
002_2304_1760.mp4,222,238,757.008,1178.841481,319.17,348.31,-0.58337,1,315.42,361.69,0.834609,-0.55084,1,224,227,224,227
002_2304_1760.mp4,226,242,763.008,1149.768889,319.17,348.31,-0.58337,1,315.42,361.69,0.834609,-0.55084,1,224,227,226,227
002_2304_1760.mp4,236,252,790.512,1192.4,328.12,364.92,-0.68231,1,329.38,365.85,0.776114,-0.63059,2,243,245,243,245
002_2304_1760.mp4,242,258,790.512,1192.4,328.12,364.92,-0.68231,1,329.38,365.85,0.776114,-0.63059,2,243,245,243,245
002_2304_1760.mp4,244,260,789.0,1190.884444,328.12,364.92,-0.68231,1,329.38,365.85,0.776114,-0.63059,2,243,245,244,245
002_2304_1760.mp4,262,278,805.992,1180.862222,338.54,352.46,-0.89089,1,335.83,362.31,0.628722,-0.77763,3,268,272,268,272
002_2304_1760.mp4,266,282,805.992,1180.862222,338.54,352.46,-0.89089,1,335.83,362.31,0.628722,-0.77763,3,268,272,268,272
002_2304_1760.mp4,270,286,809.244,1164.81037,338.54,352.46,-0.89089,1,335.83,362.31,0.628722,-0.77763,3,268,272,270,272
002_2304_1760.mp4,279,295,811.008,1177.831111,346.46,364.46,0.097726,1,337.92,361.38,0.995229,0.097571,4,285,288,285,288
002_2304_1760.mp4,283,299,811.008,1177.831111,346.46,364.46,0.097726,1,337.92,361.38,0.995229,0.097571,4,285,288,285,288
002_2304_1760.mp4,287,303,824.672,1184.523457,346.46,364.46,0.097726,1,337.92,361.38,0.995229,0.097571,4,285,288,287,288
002_2304_1760.mp4,302,318,849.504,1158.275556,362.29,360.46,0.0,1,353.96,355.38,1.0,0.0,5,309,311,309,311
002_2304_1760.mp4,308,324,849.504,1158.275556,362.29,360.46,0.0,1,353.96,355.38,1.0,0.0,5,309,311,309,311
002_2304_1760.mp4,310,326,859.5,1166.554074,362.29,360.46,0.0,1,353.96,355.38,1.0,0.0,5,309,311,310,311
002_2304_1760.mp4,327,343,852.504,1184.34963,364.79,361.38,-0.13176,1,355.21,363.38,0.991332,-0.13138,6,333,336,333,336
002_2304_1760.mp4,331,347,852.504,1184.34963,364.79,361.38,-0.13176,1,355.21,363.38,0.991332,-0.13138,6,333,336,333,336
002_2304_1760.mp4,335,351,867.832,1180.003951,364.79,361.38,-0.13176,1,355.21,363.38,0.991332,-0.13138,6,333,336,335,336
002_2304_1760.mp4,353,369,874.992,1133.733333,372.92,348.15,0.270947,1,364.58,347.85,0.963518,0.267644,7,360,362,360,362
002_2304_1760.mp4,359,375,874.992,1133.733333,372.92,348.15,0.270947,1,364.58,347.85,0.963518,0.267644,7,360,362,360,362
002_2304_1760.mp4,361,377,885.0,1134.222222,372.92,348.15,0.270947,1,364.58,347.85,0.963518,0.267644,7,360,362,361,362
002_2304_1760.mp4,377,393,897.0,1137.220741,379.17,355.08,0.085159,1,373.75,348.92,0.996376,0.085056,8,383,386,383,386
002_2304_1760.mp4,381,397,897.0,1137.220741,379.17,355.08,0.085159,1,373.75,348.92,0.996376,0.085056,8,383,386,383,386
002_2304_1760.mp4,385,401,905.672,1150.605432,379.17,355.08,0.085159,1,373.75,348.92,0.996376,0.085056,8,383,386,385,386
002_2304_1760.mp4,397,413,913.992,1125.194074,385.62,341.85,0.02631,1,380.83,345.23,0.999654,0.026307,9,403,406,403,406
002_2304_1760.mp4,401,417,913.992,1125.194074,385.62,341.85,0.02631,1,380.83,345.23,0.999654,0.026307,9,403,406,403,406
002_2304_1760.mp4,405,421,921.656,1117.849877,385.62,341.85,0.02631,1,380.83,345.23,0.999654,0.026307,9,403,406,405,406
002_2304_1760.mp4,417,433,892.992,1126.693333,378.75,347.54,0.624023,1,372.08,345.69,0.811534,0.584305,10,424,426,424,426
002_2304_1760.mp4,423,439,892.992,1126.693333,378.75,347.54,0.624023,1,372.08,345.69,0.811534,0.584305,10,424,426,424,426
002_2304_1760.mp4,425,441,900.996,1129.708148,378.75,347.54,0.624023,1,372.08,345.69,0.811534,0.584305,10,424,426,425,426
002_2304_1760.mp4,454,470,937.488,1092.601481,402.08,338.92,0.437222,1,390.62,335.23,0.905931,0.423424,11,460,464,460,464
002_2304_1760.mp4,458,474,937.488,1092.601481,402.08,338.92,0.437222,1,390.62,335.23,0.905931,0.423424,11,460,464,460,464
002_2304_1760.mp4,462,478,951.24,1098.614815,402.08,338.92,0.437222,1,390.62,335.23,0.905931,0.423424,11,460,464,462,464
002_2304_1760.mp4,482,498,957.504,1107.659259,402.92,341.54,0.63108,1,398.96,339.85,0.807391,0.590017,12,489,491,489,491
002_2304_1760.mp4,488,504,957.504,1107.659259,402.92,341.54,0.63108,1,398.96,339.85,0.807391,0.590017,12,489,491,489,491
002_2304_1760.mp4,490,506,962.256,1110.413333,402.92,341.54,0.63108,1,398.96,339.85,0.807391,0.590017,12,489,491,490,491
002_2304_1760.mp4,503,519,937.992,1128.192593,381.25,349.69,1.812153,1,390.83,346.15,-0.23902,0.971015,13,508,513,508,513
002_2304_1760.mp4,505,521,937.992,1128.192593,381.25,349.69,1.812153,1,390.83,346.15,-0.23902,0.971015,13,508,513,508,513
002_2304_1760.mp4,511,527,924.1968,1135.115259,381.25,349.69,1.812153,1,390.83,346.15,-0.23902,0.971015,13,508,513,511,513
002_2304_1760.mp4,539,555,926.496,1094.100741,401.88,340.46,0.463648,1,386.04,335.69,0.894427,0.447214,14,544,550,544,550
002_2304_1760.mp4,541,557,926.496,1094.100741,401.88,340.46,0.463648,1,386.04,335.69,0.894427,0.447214,14,544,550,544,550
002_2304_1760.mp4,547,563,945.504,1101.874074,401.88,340.46,0.463648,1,386.04,335.69,0.894427,0.447214,14,544,550,547,550
002_2304_1760.mp4,563,579,956.496,1087.093333,407.92,331.23,0.266252,1,398.54,333.54,0.964764,0.263117,15,569,573,569,573
002_2304_1760.mp4,567,583,956.496,1087.093333,407.92,331.23,0.266252,1,398.54,333.54,0.964764,0.263117,15,569,573,569,573
002_2304_1760.mp4,571,587,967.752,1083.328889,407.92,331.23,0.266252,1,398.54,333.54,0.964764,0.263117,15,569,573,571,573
002_2304_1760.mp4,584,600,945.0,1087.582222,410.83,336.62,0.526067,1,393.75,333.69,0.864789,0.502136,16,589,594,589,594
002_2304_1760.mp4,586,602,945.0,1087.582222,410.83,336.62,0.526067,1,393.75,333.69,0.864789,0.502136,16,589,594,589,594
002_2304_1760.mp4,592,608,969.5952,1093.312,410.83,336.62,0.526067,1,393.75,333.69,0.864789,0.502136,16,589,594,592,594
002_2304_1760.mp4,636,652,962.496,1115.677037,421.88,347.54,0.545985,1,401.04,342.31,0.854616,0.51926,17,641,646,641,646
002_2304_1760.mp4,638,654,962.496,1115.677037,421.88,347.54,0.545985,1,401.04,342.31,0.854616,0.51926,17,641,646,641,646
002_2304_1760.mp4,644,660,992.5056,1125.904593,421.88,347.54,0.545985,1,401.04,342.31,0.854616,0.51926,17,641,646,644,646
002_2304_1760.mp4,674,690,976.512,1100.13037,403.12,346.46,2.395282,1,406.88,337.54,-0.7342,0.678936,18,680,684,680,684
002_2304_1760.mp4,678,694,976.512,1100.13037,403.12,346.46,2.395282,1,406.88,337.54,-0.7342,0.678936,18,680,684,680,684
002_2304_1760.mp4,682,698,972.0,1114.666667,403.12,346.46,2.395282,1,406.88,337.54,-0.7342,0.678936,18,680,684,682,684
002_2304_1760.mp4,707,723,982.992,1097.131852,429.17,342.0,0.459971,1,409.58,336.62,0.896065,0.443922,19,711,718,711,718
002_2304_1760.mp4,715,731,1009.858286,1107.151746,429.17,342.0,0.459971,1,409.58,336.62,0.896065,0.443922,19,711,718,715,718
002_2304_1760.mp4,732,748,1021.992,1102.118519,442.08,343.38,0.339293,1,425.83,338.15,0.94299,0.33282,20,737,743,737,743
002_2304_1760.mp4,734,750,1021.992,1102.118519,442.08,343.38,0.339293,1,425.83,338.15,0.94299,0.33282,20,737,743,737,743
002_2304_1760.mp4,740,756,1041.492,1110.641481,442.08,343.38,0.339293,1,425.83,338.15,0.94299,0.33282,20,737,743,740,743
002_2304_1760.mp4,753,769,1012.008,1133.733333,432.71,351.38,0.690446,1,421.67,347.85,0.770962,0.636881,21,759,763,759,763
002_2304_1760.mp4,757,773,1012.008,1133.733333,432.71,351.38,0.690446,1,421.67,347.85,0.770962,0.636881,21,759,763,759,763
002_2304_1760.mp4,761,777,1025.256,1139.485926,432.71,351.38,0.690446,1,421.67,347.85,0.770962,0.636881,21,759,763,761,763
002_1152_880.mp4,218,234,378.504,589.4207407,319.17,348.31,-0.58337,1,315.42,361.69,0.834609,-0.55084,1,224,227,224,227
002_1152_880.mp4,222,238,378.504,589.4207407,319.17,348.31,-0.58337,1,315.42,361.69,0.834609,-0.55084,1,224,227,224,227
002_1152_880.mp4,226,242,381.504,574.8844444,319.17,348.31,-0.58337,1,315.42,361.69,0.834609,-0.55084,1,224,227,226,227
002_1152_880.mp4,236,252,395.256,596.2,328.12,364.92,-0.68231,1,329.38,365.85,0.776114,-0.63059,2,243,245,243,245
002_1152_880.mp4,242,258,395.256,596.2,328.12,364.92,-0.68231,1,329.38,365.85,0.776114,-0.63059,2,243,245,243,245
002_1152_880.mp4,244,260,394.5,595.4422222,328.12,364.92,-0.68231,1,329.38,365.85,0.776114,-0.63059,2,243,245,244,245
002_1152_880.mp4,262,278,402.996,590.4311111,338.54,352.46,-0.89089,1,335.83,362.31,0.628722,-0.77763,3,268,272,268,272
002_1152_880.mp4,266,282,402.996,590.4311111,338.54,352.46,-0.89089,1,335.83,362.31,0.628722,-0.77763,3,268,272,268,272
002_1152_880.mp4,270,286,404.622,582.4051852,338.54,352.46,-0.89089,1,335.83,362.31,0.628722,-0.77763,3,268,272,270,272
002_1152_880.mp4,279,295,405.504,588.9155556,346.46,364.46,0.097726,1,337.92,361.38,0.995229,0.097571,4,285,288,285,288
002_1152_880.mp4,283,299,405.504,588.9155556,346.46,364.46,0.097726,1,337.92,361.38,0.995229,0.097571,4,285,288,285,288
002_1152_880.mp4,287,303,412.336,592.2617284,346.46,364.46,0.097726,1,337.92,361.38,0.995229,0.097571,4,285,288,287,288
002_1152_880.mp4,302,318,424.752,579.1377778,362.29,360.46,0.0,1,353.96,355.38,1.0,0.0,5,309,311,309,311
002_1152_880.mp4,308,324,424.752,579.1377778,362.29,360.46,0.0,1,353.96,355.38,1.0,0.0,5,309,311,309,311
002_1152_880.mp4,310,326,429.75,583.277037,362.29,360.46,0.0,1,353.96,355.38,1.0,0.0,5,309,311,310,311
002_1152_880.mp4,327,343,426.252,592.1748148,364.79,361.38,-0.13176,1,355.21,363.38,0.991332,-0.13138,6,333,336,333,336
002_1152_880.mp4,331,347,426.252,592.1748148,364.79,361.38,-0.13176,1,355.21,363.38,0.991332,-0.13138,6,333,336,333,336
002_1152_880.mp4,335,351,433.916,590.0019753,364.79,361.38,-0.13176,1,355.21,363.38,0.991332,-0.13138,6,333,336,335,336
002_1152_880.mp4,353,369,437.496,566.8666667,372.92,348.15,0.270947,1,364.58,347.85,0.963518,0.267644,7,360,362,360,362
002_1152_880.mp4,359,375,437.496,566.8666667,372.92,348.15,0.270947,1,364.58,347.85,0.963518,0.267644,7,360,362,360,362
002_1152_880.mp4,361,377,442.5,567.1111111,372.92,348.15,0.270947,1,364.58,347.85,0.963518,0.267644,7,360,362,361,362
002_1152_880.mp4,377,393,448.5,568.6103704,379.17,355.08,0.085159,1,373.75,348.92,0.996376,0.085056,8,383,386,383,386
002_1152_880.mp4,381,397,448.5,568.6103704,379.17,355.08,0.085159,1,373.75,348.92,0.996376,0.085056,8,383,386,383,386
002_1152_880.mp4,385,401,452.836,575.302716,379.17,355.08,0.085159,1,373.75,348.92,0.996376,0.085056,8,383,386,385,386
002_1152_880.mp4,397,413,456.996,562.597037,385.62,341.85,0.02631,1,380.83,345.23,0.999654,0.026307,9,403,406,403,406
002_1152_880.mp4,401,417,456.996,562.597037,385.62,341.85,0.02631,1,380.83,345.23,0.999654,0.026307,9,403,406,403,406
002_1152_880.mp4,405,421,460.828,558.9249383,385.62,341.85,0.02631,1,380.83,345.23,0.999654,0.026307,9,403,406,405,406
002_1152_880.mp4,417,433,446.496,563.3466667,378.75,347.54,0.624023,1,372.08,345.69,0.811534,0.584305,10,424,426,424,426
002_1152_880.mp4,423,439,446.496,563.3466667,378.75,347.54,0.624023,1,372.08,345.69,0.811534,0.584305,10,424,426,424,426
002_1152_880.mp4,425,441,450.498,564.8540741,378.75,347.54,0.624023,1,372.08,345.69,0.811534,0.584305,10,424,426,425,426
002_1152_880.mp4,454,470,468.744,546.3007407,402.08,338.92,0.437222,1,390.62,335.23,0.905931,0.423424,11,460,464,460,464
002_1152_880.mp4,458,474,468.744,546.3007407,402.08,338.92,0.437222,1,390.62,335.23,0.905931,0.423424,11,460,464,460,464
002_1152_880.mp4,462,478,475.62,549.3074074,402.08,338.92,0.437222,1,390.62,335.23,0.905931,0.423424,11,460,464,462,464
002_1152_880.mp4,482,498,478.752,553.8296296,402.92,341.54,0.63108,1,398.96,339.85,0.807391,0.590017,12,489,491,489,491
002_1152_880.mp4,488,504,478.752,553.8296296,402.92,341.54,0.63108,1,398.96,339.85,0.807391,0.590017,12,489,491,489,491
002_1152_880.mp4,490,506,481.128,555.2066667,402.92,341.54,0.63108,1,398.96,339.85,0.807391,0.590017,12,489,491,490,491
002_1152_880.mp4,503,519,468.996,564.0962963,381.25,349.69,1.812153,1,390.83,346.15,-0.23902,0.971015,13,508,513,508,513
002_1152_880.mp4,505,521,468.996,564.0962963,381.25,349.69,1.812153,1,390.83,346.15,-0.23902,0.971015,13,508,513,508,513
002_1152_880.mp4,511,527,462.0984,567.5576296,381.25,349.69,1.812153,1,390.83,346.15,-0.23902,0.971015,13,508,513,511,513
002_1152_880.mp4,539,555,463.248,547.0503704,401.88,340.46,0.463648,1,386.04,335.69,0.894427,0.447214,14,544,550,544,550
002_1152_880.mp4,541,557,463.248,547.0503704,401.88,340.46,0.463648,1,386.04,335.69,0.894427,0.447214,14,544,550,544,550
002_1152_880.mp4,547,563,472.752,550.937037,401.88,340.46,0.463648,1,386.04,335.69,0.894427,0.447214,14,544,550,547,550
002_1152_880.mp4,563,579,478.248,543.5466667,407.92,331.23,0.266252,1,398.54,333.54,0.964764,0.263117,15,569,573,569,573
002_1152_880.mp4,567,583,478.248,543.5466667,407.92,331.23,0.266252,1,398.54,333.54,0.964764,0.263117,15,569,573,569,573
002_1152_880.mp4,571,587,483.876,541.6644444,407.92,331.23,0.266252,1,398.54,333.54,0.964764,0.263117,15,569,573,571,573
